predictor,bucket_id,bin_label,edge,n_events,alert_rate,target_alert_rate,relative_error_pct,point_idx,mapping_new_fit_month,eval_month,seed
raw,2,>= 0.6,0.6,119324,0.00011732761221548054,0.1,-99.88267238778451,2,4,5,1
raw,3,>= 0.8,0.8,119324,1.6761087459354362e-05,0.05,-99.96647782508128,2,4,5,1
p1,0,>= 0.2,0.2,108168,0.7466533540418608,0.7,6.664764863122984,3,5,6,1
p1,1,>= 0.5,0.5,108168,0.41398565194882037,0.35,18.28161484252011,3,5,6,1
p1,2,>= 0.6,0.6,108168,0.13828489017084536,0.1,38.28489017084535,3,5,6,1
p1,3,>= 0.8,0.8,108168,0.07141668515642334,0.05,42.833370312846675,3,5,6,1
p1_5,0,>= 0.2,0.2,108168,0.30187301235115743,0.7,-56.87528394983465,3,5,6,1
p1_5,1,>= 0.5,0.5,108168,0.17337844833961985,0.35,-50.46330047439432,3,5,6,1
p1_5,2,>= 0.6,0.6,108168,0.07561385992160344,0.1,-24.38614007839657,3,5,6,1
p1_5,3,>= 0.8,0.8,108168,0.04996856741365284,0.05,-0.06286517269432634,3,5,6,1
p2,0,>= 0.2,0.2,108168,0.7097385548406183,0.7,1.3912221200883377,3,5,6,1
p2,1,>= 0.5,0.5,108168,0.3735300643443532,0.35,6.722875526958067,3,5,6,1
p2,2,>= 0.6,0.6,108168,0.11570889727091191,0.1,15.708897270911903,3,5,6,1
p2,3,>= 0.8,0.8,108168,0.06112713556689594,0.05,22.25427113379187,3,5,6,1
custom,0,>= 0.2,0.2,108168,0.7296150432660307,0.7,4.230720466575815,3,5,6,1
custom,1,>= 0.5,0.5,108168,0.3785315435248872,0.35,8.15186957853921,3,5,6,1
custom,2,>= 0.6,0.6,108168,0.1070002218770801,0.1,7.00022187708009,3,5,6,1
custom,3,>= 0.8,0.8,108168,0.053102581170031804,0.05,6.205162340063603,3,5,6,1
default,0,>= 0.2,0.2,108168,0.7260927446194808,0.7,3.727534945640123,3,5,6,1
default,1,>= 0.5,0.5,108168,0.38834035944086975,0.35,10.95438841167708,3,5,6,1
